fen	coda_cp	opp_cp	outcome
8/p7/3N1R2/p1pr4/1k1p4/1P1K2P1/8/8 w - - 0 37	175	74	0.5
8/p7/5R2/p1pr4/1k1p4/3K2P1/3N4/8 w - - 2 39	187	32	0.5
8/p7/8/p5r1/1kNp4/3K2P1/8/5R2 w - - 1 41	138	21	0.5
8/p7/8/2k3r1/p1Np4/3K2P1/8/6R1 w - - 0 43	131	15	0.5
8/p7/8/3k2r1/3p2P1/p2K4/3N4/6R1 w - - 0 45	115	0	0.5
8/p7/6r1/3k2P1/8/p2p4/2KN4/6R1 w - - 0 47	131	0	0.5
8/p7/1r6/6P1/3k4/pK1p4/3N4/4R3 w - - 4 49	95	10	0.5
4rrk1/2q1ppbp/1p1p2p1/pPnP4/2p1PPn1/2P1BQ1P/1PB3P1/R4RK1 w - - 0 15	250	126	0.5
4rrk1/2q1ppbp/1p1p2p1/pP1P4/4PPQ1/2PpB2P/1P4P1/R4RK1 w - - 0 17	276	122	0.5
4rrk1/2q3bp/1p1pP1p1/pP3p2/R3PPQ1/2PpB2P/1P4P1/5RK1 w - - 0 19	301	108	0.5
4rrk1/2q3bp/1p2P1p1/pP1p4/4RP2/2PpB2P/1P4P1/3Q1RK1 w - - 0 21	252	109	0.5
5rk1/6bp/1p1qr1p1/pP1p4/R4P2/2PQB2P/1P4P1/5RK1 w - - 1 23	275	86	0.5
6k1/5rbp/1p1qr1p1/pP1p4/R4PP1/2PQB2P/1P6/3R2K1 w - - 1 25	369	147	0.5
2R2bk1/4qr1p/1p2r1p1/pP1p4/5PP1/2PQB2P/1P6/3R2K1 w - - 5 27	330	162	0.5
2R2bk1/4qr1p/1p2r1p1/pP1Q4/6P1/2P4P/1P3B2/3R2K1 w - - 1 29	433	176	0.5
2R2bk1/4qr1p/1p3rp1/1P6/p1Q3P1/2P4P/1P3B2/5RK1 w - - 2 31	405	172	0.5
2q1Rbk1/5r1p/1p3rp1/1P6/p1Q3P1/2P4P/1P3B2/6K1 w - - 0 33	348	172	0.5
2R2bk1/5r1p/1p4p1/1P6/p1Q3PP/2P5/1r6/6K1 w - - 0 35	300	149	0.5
2R2bk1/5r1p/1p4p1/1P6/4Q1PP/2P5/5r2/6K1 w - - 3 37	296	111	0.5
2R2b2/5rkp/1p4p1/1P6/5rPP/2P5/4Q3/6K1 w - - 7 39	262	101	0.5
2R5/5rkp/1p1b4/1P5p/5rP1/2P5/4Q1K1/8 w - - 0 41	219	62	0.5
8/6kp/1pRb4/1P4rP/5r2/2P5/4Q1K1/8 w - - 3 43	521	11	0.5
r2qr3/1p1k1p2/4b3/2Pp4/7Q/4PPN1/Pp3P1P/1B3RK1 w - - 3 25	227	84	0.5
r2q3r/3k1p2/1p2b3/2Pp4/3Q4/3BPPN1/Pp3P1P/5RK1 w - - 2 27	262	136	0.5
r6r/2qk1p2/4b3/2Qp4/8/3BPPN1/Pp3P1P/1R4K1 w - - 1 29	223	97	0.5
r6r/4kp2/3qb3/3p4/1Q6/3BPPN1/Pp3P1P/1R4K1 w - - 5 31	233	118	0.5
rr6/3qkp2/4b3/3p4/8/3BPPN1/PQ3P1P/1R4K1 w - - 1 33	224	105	0.5
1r6/4kp2/3qb3/1B1p4/3Q4/4PPN1/r4P1P/1R4K1 w - - 0 35	197	84	0.5
8/4kp2/3qb3/r2p4/3Q4/4PPN1/5P1P/1B4K1 w - - 1 37	189	83	0.5
8/4kpQ1/4b3/r1q2B2/3p4/4PPN1/5P1P/6K1 w - - 0 39	181	68	0.5
8/5pQ1/2q1k3/r7/3P4/5PN1/5P1P/6K1 w - - 1 41	186	53	0.5
8/4kp2/4q3/r7/3PQ3/5PN1/5P1P/6K1 w - - 5 43	146	38	0.5
8/5p2/4qk2/3r4/1Q1P4/5PN1/5P1P/6K1 w - - 9 45	111	30	0.5
6Q1/5p2/4qk2/3r4/3P4/5PN1/5P1P/6K1 w - - 13 47	119	24	0.5
6Q1/4kp2/5q2/3r3P/3P4/5PN1/5P2/6K1 w - - 1 49	129	28	0.5
Q7/4kp2/4q3/7P/3r4/5PN1/5P2/6K1 w - - 0 51	128	32	0.5
3k4/3r1p2/4q3/2Q4P/8/5PN1/5P2/6K1 w - - 4 53	131	35	0.5
5Q2/2k2p2/4q3/3r3P/8/5PN1/5PK1/8 w - - 8 55	134	21	0.5
8/2k5/8/2K5/6b1/8/6R1/8 b - - 32 69	-97	-12	0.5
8/2k3R1/8/2K5/4b3/8/8/8 b - - 36 71	-99	0	0.5
2k5/2R5/3K4/8/8/5b2/8/8 b - - 40 73	-106	0	0.5
1k6/8/3K4/8/8/7R/8/7b b - - 44 75	-107	0	0.5
1k6/8/2K5/8/8/4R3/2b5/8 b - - 48 77	-104	-4	0.5
5k2/5p2/1p2p2p/p2p1r1P/P1nP3R/1RP2P2/4K3/8 w - - 1 42	99	0	0.5
5k2/5p2/1p2p2p/p2p1r1P/P1nP1P1R/2P5/4K3/1R6 w - - 3 44	103	0	0.5
8/3k1p2/1p2p2p/p2p1r1P/P1nP1P1R/2P3K1/8/1R6 w - - 7 46	104	0	0.5
8/3k1p2/1p2p2p/p2p1r1P/P1nP1P1R/2P3K1/8/R7 w - - 11 48	88	0	0.5
2r3k1/2r2p2/2P1p1p1/pP1pQ2p/1q6/1P4nP/2R2PP1/2R3K1 w - - 2 29	-180	-94	0.5
2r3k1/2r2p2/2P1p1p1/p1Rp3p/1q6/1P4QP/5PP1/2R3K1 w - - 2 31	-206	-89	0.5
2r3k1/2r2p2/2P1p1p1/2Rp3p/q7/6QP/5PP1/2R4K w - - 0 33	-223	-77	0.5
2r5/2r2pk1/2PQp1p1/2Rp3p/7q/7P/5PP1/2R3K1 w - - 4 35	-225	-104	0.5
2r5/2r3k1/2P2pq1/2R1p1p1/3p3p/1Q3P1P/6P1/2R4K w - - 3 53	-156	-67	0.5
2r5/2r3k1/2P2pq1/2R1pQp1/3p3p/5P1P/6P1/2R4K w - - 7 55	-158	-65	0.5
1r6/2r2qk1/2P2p2/2R1pQp1/3p3p/5P1P/6P1/2R4K w - - 11 57	-164	-56	0.5
8/2r2qk1/2Pr1p2/2R1p1p1/3p3p/3Q1P1P/6P1/1R5K w - - 15 59	-157	-52	0.5
8/5p2/r4k1p/8/6Pp/4PPK1/8/3R4 w - - 0 48	123	28	0.5
8/5p2/6kp/8/6PK/r3PP2/8/4R3 w - - 3 50	115	20	0.5
8/6k1/5p1p/5P2/6PK/r3P3/8/4R3 w - - 1 52	104	12	0.5
8/5k2/5p1p/5P2/r4KP1/4P3/8/4R3 w - - 5 54	99	10	0.5
6k1/8/5p1p/r4P2/5KP1/4P3/8/4R3 w - - 9 56	95	4	0.5
8/6k1/5p1p/5P2/r4KP1/4P3/8/3R4 w - - 13 58	94	5	0.5
8/6k1/5p1p/r4P2/3RK1P1/4P3/8/8 w - - 17 60	94	5	0.5
8/5k2/5p1p/5P2/2R2KP1/4P3/8/r7 w - - 21 62	90	10	0.5
8/6k1/5p1p/5P2/2R2KP1/4P3/8/r7 w - - 25 64	91	8	0.5
8/6k1/5p1p/4rP2/1R2K1P1/4P3/8/8 w - - 29 66	91	5	0.5
6k1/1R6/5p1p/r4P2/5KP1/4P3/8/8 w - - 33 68	95	4	0.5
6k1/8/5p1p/5P2/4PKP1/8/r7/1R6 w - - 1 70	90	4	0.5
6k1/1R6/5p1p/5P2/4PKP1/8/r7/8 w - - 5 72	89	0	0.5
8/6k1/5p1p/5P2/4PKP1/8/r7/1R6 w - - 9 74	82	0	0.5
8/5pnk/R6p/p1B3p1/P5P1/5P1P/4r3/6K1 w - - 4 41	176	73	0.5
8/5p1k/4n2p/R1B3p1/P5P1/5P1P/r7/5K2 w - - 3 43	189	67	0.5
8/5p2/R3n1k1/6pp/P5P1/4BP1P/r7/5K2 w - - 0 45	183	73	0.5
8/5p2/R3nk2/P5p1/6P1/4BP2/r7/5K2 w - - 1 47	164	52	0.5
8/3k1p2/R3n3/P3B1p1/6P1/5P2/r7/5K2 w - - 5 49	159	42	0.5
8/5R2/2k1n3/r3B1p1/6P1/5P2/8/5K2 w - - 0 51	129	16	0.5
8/3k4/4n3/1r2BRp1/6P1/5P2/5K2/8 w - - 4 53	93	10	0.5
8/3k4/4n3/4BRp1/1r2K1P1/5P2/8/8 w - - 8 55	82	2	0.5
8/3k4/4nB2/5rp1/6P1/3K1P2/8/8 w - - 0 57	91	1	0.5
q3r1k1/1pbn1pp1/r1b4p/P3p3/1QNpP3/3P1N2/5PPP/1RRB2K1 b - - 0 17	176	74	0.5
q3r1k1/1p1n1pp1/2b4p/r3p3/1Q1pP3/1B1P1N2/5PPP/1RR3K1 b - - 1 19	161	80	0.5
3qr1k1/1p1n1p2/2b3pp/r3p3/1QBpP3/3P1N2/5PPP/R1R3K1 b - - 1 21	193	82	0.5
4r1k1/1p1nQp2/2b3pp/4p3/2BpP3/3P1N2/5PPP/R5K1 b - - 0 23	191	89	0.5
5k2/1p1nrp2/2b3pp/R3p3/2BpP2P/3P1N2/5PP1/6K1 b - - 0 25	206	102	0.5
4rk2/R2n1p2/1pb3pp/3Bp3/3pP2P/3P1N2/5PP1/6K1 b - - 1 27	151	66	0.5
8/6pp/4pp2/3k4/1B3P2/P6P/3N1KP1/2r5 w - - 9 36	157	59	0.5
8/6pp/5p2/3kp3/1B3P2/P4K1P/3N2P1/6r1 w - - 0 38	146	60	0.5
8/6pp/5p2/8/1BNk4/P4K1P/6P1/6r1 w - - 2 40	184	60	0.5
8/7p/5pp1/8/1B1kN3/P4K1P/6P1/5r2 w - - 2 42	181	56	0.5
8/7p/5pp1/4r3/1B1k4/P6P/4KNP1/8 w - - 6 44	131	39	0.5
3r2k1/r4pbR/1p1q2p1/p1p1p1P1/Qn6/P4BP1/1PPBPP2/1K5R b - - 0 17	319	176	0.5
3r2k1/r4pbR/1pQ3p1/p1p3P1/1P2p3/5BP1/1PPqPP2/1K5R b - - 1 19	374	227	0.5
3r2k1/r4pbR/1Q4p1/2p3q1/1p2B3/6P1/1PP1PP2/1K5R b - - 0 21	400	229	0.5
3r2k1/3rqpbR/1Q4p1/2p5/1p3P2/3B2P1/1PP1P3/1K5R b - - 2 23	494	298	0.5
r5k1/r3qpbR/1Q4p1/2p2P2/1p6/2PB2P1/1P2P3/1K5R b - - 0 25	644	296	0.5
r5k1/4qpb1/1Q4p1/2p2P2/1p6/2PB2P1/1PK1P3/7R b - - 0 27	587	290	0.5
r5k1/5pb1/1Q4p1/5P2/1p2q3/2PB2P1/1PK1P3/7R b - - 2 29	614	301	0.5
r5k1/6b1/1Q4B1/8/1p6/2P3P1/1PK1P3/7q b - - 0 31	631	300	0.5
r6k/5Bb1/7q/8/1Q6/2P3P1/1PK1P3/8 b - - 0 33	606	301	0.5
r6k/5B1q/8/4b3/7Q/1KP3P1/1P2P3/8 b - - 4 35	622	295	0.5
r7/6k1/8/3Bb3/7P/1KP5/1P2P3/8 b - - 2 37	622	283	0.5
8/6k1/8/3Bb3/2P4r/K7/1P2P3/8 b - - 0 39	642	285	0.5
5k2/8/8/3B4/1PPbP2r/K7/8/8 b - - 0 41	661	299	0.5
8/4k3/8/2PB4/1P1bP3/1K6/8/7r b - - 2 43	693	309	0.5
8/3k4/8/1KPB4/1P1bP3/8/8/2r5 b - - 6 45	689	302	0.5
8/2k2B2/8/1KP5/1P2P3/2b5/8/2r5 b - - 10 47	678	294	0.5
8/2k5/8/1KP5/1P1bP3/1B6/2r5/8 b - - 14 49	667	289	0.5
8/2k5/8/2P1b3/KP2P3/2r5/B7/8 b - - 18 51	642	293	0.5
8/2k2B2/8/1KP1b3/1P2P3/8/8/1r6 b - - 22 53	680	291	0.5
8/2k2B2/8/1KP1b3/1P2P3/8/8/2r5 b - - 26 55	677	292	0.5
8/2k5/8/1KPBb3/1P2P3/8/8/2r5 b - - 30 57	674	299	0.5
8/2k5/8/2PB4/1P2P3/1K6/8/2r1b3 b - - 34 59	680	305	0.5
8/2k5/8/2PBP3/1r6/8/2K5/4b3 b - - 0 61	690	297	0.5
8/2k5/8/2rBP3/3K4/8/8/4b3 b - - 1 63	677	315	0.5
8/2k5/8/2rBP3/3K4/6b1/8/8 b - - 5 65	695	304	0.5
8/2k5/8/2rBP3/3K4/6b1/8/8 b - - 9 67	679	299	0.5
8/2k5/8/4P3/3KB3/6b1/8/4r3 b - - 13 69	683	305	0.5
8/2k5/6B1/4b3/8/4K3/8/3r4 b - - 1 71	684	298	0.5
8/2k5/8/4b3/4K3/3B2r1/8/8 b - - 5 73	686	285	0.5
8/8/3k4/4b3/4K3/3B4/6r1/8 b - - 9 75	685	280	0.5
8/8/B2k4/4b3/5r2/4K3/8/8 b - - 13 77	685	277	0.5
8/8/3k4/4b3/1r6/4K3/4B3/8 b - - 17 79	688	285	0.5
8/8/3k4/7B/5b2/3K4/1r6/8 b - - 21 81	683	280	0.5
8/5B2/3k4/8/4Kb2/8/1r6/8 b - - 25 83	649	272	0.5
8/8/3k2B1/6b1/8/3K4/5r2/8 b - - 29 85	648	279	0.5
8/7B/3k4/8/3K1b2/8/6r1/8 b - - 33 87	643	266	0.5
8/8/3k4/5Bb1/4K3/8/8/6r1 b - - 37 89	638	265	0.5
8/7B/3k4/6b1/5r2/3K4/8/8 b - - 41 91	619	262	0.5
6B1/4r3/3k4/6b1/3K4/8/8/8 b - - 45 93	694	242	0.5
8/4r3/3k4/8/3K4/8/8/1B2b3 b - - 49 95	604	238	0.5
8/8/3kr3/7B/3K4/8/8/4b3 b - - 53 97	620	237	0.5
8/1B6/3k4/8/3K4/8/3b4/4r3 b - - 57 99	602	244	0.5
8/8/3k4/8/4Kb2/5B2/8/2r5 b - - 61 101	565	206	0.5
8/8/3k4/4b3/4K3/5B2/8/5r2 b - - 65 103	578	217	0.5
8/8/3k4/4b3/4K3/5B2/8/5r2 b - - 69 105	563	190	0.5
8/8/3k4/8/4K3/5Bb1/8/5r2 b - - 73 107	495	177	0.5
8/8/3k4/4b2B/4K3/8/5r2/8 b - - 77 109	449	164	0.5
8/8/3k4/8/8/4KBb1/5r2/8 b - - 81 111	416	152	0.5
8/5r2/3k4/8/2B5/4K1b1/8/8 b - - 85 113	407	113	0.5
8/5B2/3k4/8/8/4K1b1/7r/8 b - - 89 115	390	77	0.5
8/8/3k1r2/7B/3K4/6b1/8/8 b - - 93 117	246	0	0.5
8/1p3p2/5k1p/p4PpP/P7/1B1P1K1b/1PPr3P/4R3 w - - 2 30	131	49	0.5
4R3/1p1b1p2/5k1p/p5pP/P7/1B1P2K1/1PPr3P/8 w - - 2 32	141	23	0.5
5R2/1p3p2/4k2p/p5pP/P7/3P2K1/1PPr3P/8 w - - 0 34	155	20	0.5
1R6/1p1k1p2/7p/p5pP/P7/3P2K1/1Pr4P/8 w - - 0 36	100	13	0.5
8/5p2/1R5p/p4kpP/P7/3P2K1/1Pr4P/8 w - - 3 38	187	12	0.5
7R/8/5p2/p4kpP/P7/3P2K1/1r5P/8 w - - 0 40	150	0	0.5
8/8/4kp2/R5pP/P7/1r1P2K1/7P/8 w - - 1 42	107	0	0.5
7Q/kpp3p1/1q3p2/7p/p6P/6P1/P3PP2/6K1 w - - 2 33	-181	-79	0.5
8/kpp3Q1/5p2/5q1p/p6P/6P1/P3PP1K/8 w - - 3 35	-173	-81	0.5
8/kpp3Q1/5p2/7p/p5PP/8/q3PP2/6K1 w - - 0 37	-174	-66	0.5
8/kpQ5/5p2/7p/p3q1PP/8/4PPK1/8 w - - 3 39	-167	-56	0.5
8/kpQ5/5p2/7p/p5PP/5PK1/8/4q3 w - - 2 41	-173	-56	0.5
8/kpQ5/5p2/7p/p5PP/5PK1/8/4q3 w - - 6 43	-159	-51	0.5
8/kpQ5/5p2/8/p5pP/5PK1/3q4/8 w - - 0 45	-155	-49	0.5
8/5pk1/R7/P6p/8/r2KP1P1/8/8 w - - 3 40	164	43	0.5
8/R7/6k1/P4p1p/3K4/r3P1P1/8/8 w - - 2 42	104	8	0.5
R7/6k1/P7/5p1p/3K4/r3P1P1/8/8 w - - 3 44	93	4	0.5
3R4/6k1/P7/2K2p1p/8/r5P1/8/8 w - - 2 46	96	0	0.5
3R4/6k1/P1K5/5p1p/8/r5P1/8/8 w - - 6 48	98	0	0.5
8/P2R4/2K5/5pkp/8/r5P1/8/8 w - - 1 50	101	0	0.5
8/P3R3/2K5/5pkp/8/r5P1/8/8 w - - 5 52	81	0	0.5
8/P1R5/2K5/5pkp/8/r5P1/8/8 w - - 9 54	81	0	0.5
2K5/P1R5/8/5pkp/8/r5P1/8/8 w - - 13 56	87	0	0.5
2K5/P1R5/8/5pkp/8/r5P1/8/8 w - - 17 58	80	0	0.5
3q1bk1/1b1n1p2/1p1pr1pp/pPr1p3/N1P5/4PN2/P3BPPP/1QRR2K1 w - - 2 17	206	93	0.5
2rq1bk1/3n1p2/1p1pr1pp/pP2p3/N1P5/4Pb2/P2N1PPP/1QRR2K1 w - - 0 19	191	92	0.5
2rq1bk1/8/1p1pr1pp/pPn1pp2/2P5/2N1PN2/P4PPP/1QRR2K1 w - - 0 21	229	84	0.5
2rq1bk1/8/1p1pr1p1/pPnNp2p/2P1Pp2/5N2/P4PPP/1QRR2K1 w - - 0 23	197	63	0.5
2rq2k1/8/1p1pr2b/pPnNp1pp/2P1Pp2/2R2N2/P1Q2PPP/3R2K1 w - - 0 25	231	80	0.5
1r1q2k1/8/1p1pr2b/pPnNp2p/2P1Pp2/2R2N2/P1Q2P1P/3R2K1 w - - 0 27	260	96	0.5
3q2k1/1r6/1p1p2rb/pPnNp2p/2P1Pp2/2R2N2/P3QP1P/3R3K w - - 4 29	236	99	0.5
3b4/8/1p6/pPp1p2p/P1N1Pp2/5P1k/7P/6K1 w - - 4 66	91	2	0.5
8/2b5/1p6/pPp4p/P1N1Pp1k/5P2/7P/6K1 w - - 3 68	94	0	0.5
8/2b5/1p3k2/pPp4p/P1N1Pp2/5P2/4K2P/8 w - - 7 70	82	0	0.5
8/2b5/1p2k3/pPp4p/P1N1Pp2/2K2P2/7P/8 w - - 11 72	82	0	0.5
8/2b5/1p2k3/pPp4p/P1N1Pp2/2K2P2/7P/8 w - - 15 74	81	0	0.5
1b6/8/1p2k3/pPp4p/P3Pp2/N2K1P2/7P/8 w - - 19 76	81	0	0.5
8/2b1k3/1p6/pPp4p/P1N1Pp2/5P2/2K4P/8 w - - 23 78	81	0	0.5
8/8/1p2k3/pPp1b2p/P3Pp2/1K3P2/1N5P/8 w - - 27 80	80	0	0.5
8/2b5/1p6/pPp1k2p/P3Pp2/NK3P2/7P/8 w - - 31 82	80	0	0.5
8/8/1p2k3/pPp1b2p/P1K1Pp2/5P2/7P/1N6 w - - 35 84	80	0	0.5
1b6/8/1p2k3/pPp4p/P3Pp2/3K1P2/3N3P/8 w - - 39 86	80	0	0.5
8/8/1p2k3/pPp1b2p/P3Pp2/N2K1P2/7P/8 w - - 43 88	80	0	0.5
8/8/1p2kb2/pPp4p/P1K1Pp2/5P2/2N4P/8 w - - 47 90	80	0	0.5
6k1/p6p/6b1/4Pp2/n1B2P2/2P1Np1p/P7/7K b - - 0 50	183	69	0.5
5k2/p6p/6b1/4Pp2/2B2P2/2n1Np1K/P7/8 b - - 0 52	189	82	0.5
5k2/p7/B5bp/4Pp2/5P1K/4Np2/P3n3/8 b - - 1 54	190	82	0.5
8/p2k4/6bp/1B2Pp2/5P1K/4Np2/P3n3/8 b - - 5 56	183	54	0.5
2k5/p3Nb2/7p/1B2Pp2/5P1K/5p2/P3n3/8 b - - 9 58	215	99	0.5
8/p1k5/7p/1B2PN2/5PK1/5p2/b3n3/8 b - - 1 60	249	93	0.5
8/p1k5/7p/4P3/5PK1/2nBN3/b4p2/8 b - - 1 62	220	41	0.5
8/p1k5/7p/3bP3/5P2/3B2K1/5p2/8 b - - 1 64	133	22	0.5
8/2k5/7p/3bP3/p4P2/8/5K2/1B6 b - - 1 66	118	10	0.5
8/2k5/7p/3bP3/5P2/6K1/B7/8 b - - 0 68	93	0	0.5
2k5/p7/1p6/2p1p2r/4K3/2P5/PP1R1P2/8 w - - 2 29	151	42	0.5
8/p7/1pk5/2p1p2r/2P1K3/1P6/P2R1P2/8 w - - 1 31	149	37	0.5
5R2/8/ppk5/2p1p3/2P1K3/1P6/P4P2/7r w - - 2 33	156	25	0.5
8/2k5/pp3R2/2p1K3/2P5/1P6/P4P2/4r3 w - - 1 35	144	14	0.5
8/2k5/pp3R2/2p5/2P1K3/1P6/P4P2/4r3 w - - 5 37	156	22	0.5
8/2k5/pp3R2/2p5/2P5/1P6/P1K2P2/7r w - - 9 39	162	14	0.5
8/2k5/pp3R2/2p5/2P5/1P6/P1K2P2/7r w - - 13 41	125	0	0.5
8/2k5/pp3R2/2p5/2P5/1PK5/P4P2/2r5 w - - 17 43	132	0	0.5
8/2k5/pp3R2/2p5/2P5/1PK5/P4P2/2r5 w - - 21 45	113	0	0.5
8/2k5/pp3R2/2p5/P1P5/1P1r4/1K3P2/8 w - - 1 47	117	0	0.5
5R2/2k5/pp6/2p5/P1P5/1P1r4/1K3P2/8 w - - 5 49	109	0	0.5
8/2k5/1p3R2/p1p5/P1P5/1P5r/2K2P2/8 w - - 0 51	136	0	0.5
8/2k5/1p6/p1p2R2/P1P5/1P5r/1K3P2/8 w - - 4 53	102	0	0.5
8/2k5/1p3R2/p1p2P2/P1P5/1PK4r/8/8 w - - 1 66	97	0	0.5
8/2k5/1p3R2/p1p2P2/P1P5/1PK4r/8/8 w - - 5 68	110	0	0.5
8/5R2/1p1k4/p1p2P2/P1P5/1P2r3/2K5/8 w - - 9 70	109	0	0.5
5R2/8/1p2kP2/p1p5/P1P5/1P3r2/2K5/8 w - - 3 72	109	0	0.5
8/8/1R3r2/p1p1k3/P1P5/1P6/2K5/8 w - - 1 74	103	0	0.5
8/8/8/R1p5/P1Pk4/1P6/2K2r2/8 w - - 1 76	110	0	0.5
r4b1r/2k3pp/2p2p2/4p3/p1R1P3/2P1BP2/1P4PP/4K2R b K - 1 16	172	69	0.5
5b1r/2k3pp/2p2p2/4p3/2R1P3/r1P1BP2/5KPP/7R b - - 1 18	168	46	0.5
5b1r/2k3pp/5p2/r1p1p3/2R1PP2/2P1B3/5KPP/3R4 b - - 0 20	197	36	0.5
7r/6pp/2kb1p2/r1pRP3/2R1P3/2P1B3/5KPP/8 b - - 0 22	248	61	0.5
5r2/6pp/2kb4/r1pRp3/2R1P1P1/2P1B1K1/7P/8 b - - 2 24	236	9	0.5
1r6/7p/2kb2p1/r1pRp1P1/2R1P3/2P3K1/5B1P/8 b - - 2 26	112	13	0.5
2r2k2/R4pp1/4p2p/4n3/2P1NP1P/8/5P2/6K1 b - - 0 36	164	84	0.5
2r2k2/5Rp1/4p2p/n7/4NP1P/8/5P2/6K1 b - - 0 38	214	33	0.5
2N5/6p1/4p1kp/n7/5P1P/8/5P2/6K1 b - - 0 40	177	37	0.5
8/6p1/3Np2p/n6P/5k2/8/5P2/6K1 b - - 0 42	123	20	0.5
4N3/6p1/4p2p/4k2P/2n5/8/5PK1/8 b - - 4 44	123	18	0.5
8/2N3p1/3np2p/7P/4kP2/6K1/8/8 b - - 4 47	100	14	0.5
8/6p1/4N2p/5n1P/5k2/7K/8/8 b - - 0 49	101	15	0.5
8/6p1/7p/2N4P/3n3K/5k2/8/8 b - - 4 51	103	12	0.5
8/6p1/7p/2N4P/3n3K/5k2/8/8 b - - 8 53	99	12	0.5
8/6p1/7p/2N4P/3nk2K/8/8/8 b - - 12 55	96	9	0.5
8/6p1/7p/5n1P/8/3N1k1K/8/8 b - - 16 57	94	8	0.5
8/6p1/7p/5n1P/8/3N1k1K/8/8 b - - 20 59	93	7	0.5
8/6p1/7p/1nN4P/7K/5k2/8/8 b - - 24 61	93	6	0.5
8/2n3p1/7p/7P/4k2K/8/5N2/8 b - - 28 63	92	4	0.5
8/2n3p1/7p/7P/5k1K/8/5N2/8 b - - 32 65	87	2	0.5
8/6p1/7p/2Nn3P/7K/5k2/8/8 b - - 36 67	85	1	0.5
8/2n3p1/7p/7P/4k2K/8/8/2N5 b - - 40 69	84	0	0.5
