fen	played_uci	coda_cp	opp_cp	dur	src
2b1qr1k/3pb1pp/p7/2pBn3/2P1N3/P3P2P/3P1PN1/1Q2K2R b K - 1 16	d7d6	-200	-114	7	runA150.pgn
2b1qr1k/4b1pp/p2p4/2pBn3/2P1NN2/P3P2P/3P1P2/1Q2K2R b K - 1 17	c8f5	-189	-130	7	runA150.pgn
r3k2r/pp1n1pp1/2p1pqbn/P2p4/1b1PPN1P/2N2P2/1PP1Q3/R1B1KB1R w KQkq - 4 10	f4g6	145	86	3	runA150.pgn
r3k2r/pp1n1pp1/2p1p1qn/P2p4/1b1PP2P/2N2P2/1PP1Q3/R1B1KB1R w KQkq - 0 11	a5a6	181	88	3	runA150.pgn
r3k2r/pp1n1pp1/P1p1p1qn/8/1b1Pp2P/2N2P2/1PP1Q3/R1B1KB1R w KQkq - 0 12	c1f4	117	49	3	runA150.pgn
1r3r2/p6k/2p3pP/2b1p3/4n3/BP3R2/K1P5/3B3R w - - 0 35	a3c5	-71	-27	27	runA150.pgn
1r3r2/p6k/2p3pP/2n1p3/8/1P3R2/K1P5/3B3R w - - 0 36	f3c3	-118	-19	27	runA150.pgn
1r3r2/p6k/2p3pP/4p3/4n3/1PR5/K1P5/3B3R w - - 2 37	c3c6	-106	-13	27	runA150.pgn
r2qk2r/2p1n1pp/ppn1pp2/3p1b2/P2P4/2PNP1P1/2P2PBP/R1BQK2R w KQkq - 1 7	d3f4	100	41	8	runA150.pgn
r3k2r/2pqn1pp/ppn1pp2/3p1b2/P2P1N2/2P1P1P1/2P2PBP/R1BQK2R w KQkq - 3 8	c3c4	88	14	8	runA150.pgn
r3k2r/2pqn1pp/ppn1pp2/5b2/P1pP1N2/4P1P1/2P2PBP/R1BQK2R w KQkq - 0 9	e3e4	125	55	8	runA150.pgn
8/8/p1p5/7r/1Rp2P2/k1P5/6K1/8 w - - 6 52	b4c4	-71	-12	5	runA150.pgn
8/8/p7/2p4r/2R2P2/k1P5/6K1/8 w - - 0 53	c4e4	-46	-3	5	runA150.pgn
8/8/p6r/2p5/4RP2/k1P5/6K1/8 w - - 2 54	f4f5	-40	0	5	runA150.pgn
2r1r1k1/1b1n1p2/p2Rp2p/2n4p/5P2/2P1BN2/P1B3P1/5RK1 w - - 3 22	f1e1	94	22	2	runA150.pgn
2r1r1k1/1b1n4/p2Rp2p/2n2p1p/5P2/2P1BN2/P1B3P1/4R1K1 w - - 0 23	f3d2	70	12	2	runA150.pgn
6k1/1br5/p6p/2n1p2p/3R1r2/2P4B/P2N2P1/4R1K1 w - - 0 28	e1e5	79	11	2	runA150.pgn
6k1/1br5/p6p/2n1R2p/3r4/2P4B/P2N2P1/6K1 w - - 0 29	c3d4	52	11	2	runA150.pgn
2kr3r/1bq2p1p/1npbp3/1p6/pP1PB1p1/P1P3P1/1B1N1P1P/2RQR1K1 b - - 0 15	b6c4	-131	-85	3	runA150.pgn
2kr3r/1bq2p1p/2pbp3/1p6/pPNPB1p1/P1P3P1/1B3P1P/2RQR1K1 b - - 0 16	b5c4	-142	-72	3	runA150.pgn
2kr3r/1bq2p1p/2pbp3/8/QPpPB1p1/P1P3P1/1B3P1P/2R1R1K1 b - - 0 17	f7f5	-145	-82	3	runA150.pgn
1r2r1k1/p1p4p/2p3p1/5p2/5P1B/P1N1q2P/1P6/2R2Q1K w - - 4 27	c1e1	105	28	2	runA150.pgn
1r2r1k1/p1p4p/2p3p1/5p2/3q1P1B/P1N4P/1P6/4RQ1K w - - 6 28	e1d1	78	33	2	runA150.pgn
1r2r1k1/p1p4p/6p1/2p2p2/3q1P1B/P1N4P/1PR3K1/5Q2 w - - 0 33	f1f3	181	22	3	runA150.pgn
1r4k1/p1p4p/4r1p1/2p2p2/3q1P1B/P1N2Q1P/1PR3K1/8 w - - 2 34	h4f2	123	19	3	runA150.pgn
1r4k1/p1p4p/4r1p1/2p2p2/2q2P2/P1N2Q1P/1PR2BK1/8 w - - 4 35	f3d5	61	10	3	runA150.pgn
3r4/2p4p/6pk/1NB2p2/1P3P2/7P/4rK2/8 w - - 0 47	f2e2	98	23	6	runA150.pgn
8/2pr3p/6pk/1NB2p2/1P3P2/7P/4K3/8 w - - 1 48	c5f2	80	21	6	runA150.pgn
8/2pr3p/7k/1N3pp1/1P3P2/7P/4KB2/8 w - - 0 49	e2e3	73	13	6	runA150.pgn
6k1/1q4p1/4b2p/4Pp2/2r2P2/1p6/3R1QPP/3R2K1 b - - 4 29	g8h7	-229	-111	8	runA150.pgn
8/1q4pk/4b2p/4Pp2/2r2P2/1p5P/3R1QP1/3R2K1 b - - 0 30	b7e4	-175	-104	8	runA150.pgn
8/6pk/4b2p/4Pp2/2r1qP2/1p5P/3R1QP1/4R1K1 b - - 2 31	e4c6	-197	-132	8	runA150.pgn
8/8/4K2b/8/4k3/5p2/5N2/8 b - - 15 82	e4f4	64	0	3	runA150.pgn
8/8/4K2b/8/5k2/3N1p2/8/8 b - - 17 83	f4g3	62	0	3	runA150.pgn
8/8/7b/5K2/8/3N1pk1/8/8 b - - 19 84	h6f4	57	0	3	runA150.pgn
r2qr1k1/ppp2pp1/1bb4p/8/8/1PN2NP1/PBQ1P2P/R3K2B w Q - 3 13	a1d1	124	70	7	runA150.pgn
r3r1k1/ppp1qpp1/1bb4p/8/8/1PN2NP1/PBQ1P2P/3RK2B w - - 5 14	c3d5	112	66	7	runA150.pgn
r3r1k1/ppp1qpp1/1b5p/3b4/8/1P3NP1/PBQ1P2P/3RK2B w - - 0 15	d1d5	123	55	7	runA150.pgn
3r2k1/1p3pp1/1pp4p/8/Pq6/1P3NP1/2Q1PK1P/7B w - - 1 22	h1g2	69	17	2	runA150.pgn
6k1/1p3pp1/1pp4p/3r4/Pq6/1P3NP1/2Q1PKBP/8 w - - 3 23	f3e1	67	7	2	runA150.pgn
8/1p3Kn1/pk4P1/4N3/8/8/3p4/8 w - - 0 54	e5c4	55	-13	2	runA150.pgn
8/kp3Kn1/p5P1/8/2N5/8/3p4/8 w - - 2 55	c4d2	35	-16	2	runA150.pgn
rnb2bk1/1p3p1p/1q4p1/8/4n3/2P1PN1P/PB3PP1/RN1QKB1R b KQ - 0 8	b6b2	117	57	12	runA150.pgn
rnb2bk1/1p3p1p/6p1/8/4n3/2P1PN1P/Pq1N1PP1/R2QKB1R b KQ - 1 9	e4c3	129	41	12	runA150.pgn
rnb2bk1/1p3p1p/6p1/8/8/2n1PN1P/Pq1N1PP1/R1Q1KB1R b KQ - 1 10	f8a3	129	44	12	runA150.pgn
2Q3k1/5pp1/4p3/1p1bP3/3P4/4P2P/q2B2P1/6K1 b - - 21 37	g8h7	140	0	2	runA150.pgn
8/5ppk/4p3/1p1bP3/3P4/2Q1P2P/q2B2P1/6K1 b - - 23 38	d5b7	54	0	2	runA150.pgn
1r1q1rk1/1pp2pbp/2np4/p3pb2/2P1Pn2/2NP4/PP1BB1PP/R3QRK1 w - - 0 10	e4f5	101	53	15	runA150.pgn
1r1q1rk1/1pp2pbp/3p4/p3pP2/2Pn1n2/2NP4/PP1BB1PP/R3QRK1 w - - 1 11	d2f4	156	45	15	runA150.pgn
1r1q1rk1/1pp2pbp/3p4/p4P2/2Pn1p2/2NP4/PP2B1PP/R3QRK1 w - - 0 12	f1f4	104	50	15	runA150.pgn
8/4rp1k/1pB4p/1Pp4P/2N1n1p1/pPn3P1/P5K1/4R3 b - - 9 46	e7e6	-142	-74	2	runA150.pgn
8/5p1k/1pB1r2p/1Pp4P/2N1n1p1/pPn1R1P1/P5K1/8 b - - 11 47	e4g5	-108	-38	2	runA150.pgn
8/N4p1p/5kp1/2p5/2P4P/5PP1/3r4/5BK1 b - - 11 35	f6e5	-68	-16	2	runA150.pgn
8/5p1p/2N3p1/2p1k3/2P4P/5PP1/3r4/5BK1 b - - 13 36	e5d6	-72	-10	2	runA150.pgn
1k6/1p1q4/p1pnbp2/3p1N1p/1PnP3N/3BP2P/P1Q2PK1/8 b - - 5 34	d6e4	70	30	2	runA150.pgn
1k6/1p1q4/p1p1bp2/3p1N1p/1PnPB2N/4P2P/P1Q2PK1/8 b - - 0 35	d5e4	78	27	2	runA150.pgn
2r3k1/1p1r1pbn/p3p1p1/q6p/P6Q/2P1B1PP/1P3P2/R3RBK1 w - - 7 25	e1d1	115	36	7	runA150.pgn
2r3k1/1p3pbn/p3p1p1/q6p/P6Q/2P1B1PP/1P3P2/R2r1BK1 w - - 0 26	a1d1	102	36	7	runA150.pgn
2r3k1/1p3pb1/p3pnp1/q6p/P6Q/2P1B1PP/1P3P2/3R1BK1 w - - 1 27	f1g2	105	23	7	runA150.pgn
1r1q2k1/4n1n1/1p2brP1/4Rp2/2P5/2Np3P/3B4/3BQR1K b - - 0 27	f6g6	66	-85	2	runA150.pgn
1r1q2k1/4n1n1/1p2b1r1/4Rp2/2P4P/2Np4/3B4/3BQR1K b - - 0 28	e7c6	-30	-80	2	runA150.pgn
rnbq1rk1/1pp1p1bp/p2p1np1/5p2/1P1P4/P3PN2/R1P1BPPP/1NBQK2R w K - 2 4	e1g1	86	30	16	runA150.pgn
rnbq1rk1/1pp1p1bp/p2p2p1/5p2/1P1Pn3/P3PN2/R1P1BPPP/1NBQ1RK1 w - - 4 5	c1b2	85	34	16	runA150.pgn
r1bq1rk1/1ppnp1bp/p2p2p1/5p2/1P1Pn3/P3PN2/RBP1BPPP/1N1Q1RK1 w - - 6 6	c2c4	77	34	16	runA150.pgn
5r2/6k1/Qb2p3/3nPp2/2p2P1P/6P1/2b4K/5R2 b - - 0 33	c2d3	85	33	6	runA150.pgn
5r2/6k1/Qb2p3/3nPp2/2p2P1P/3b2P1/7K/3R4 b - - 2 34	f8b8	92	39	6	runA150.pgn
1r6/6k1/1b2p3/3nPp2/Q1p2P1P/3b2P1/7K/3R4 b - - 4 35	b6c5	83	14	6	runA150.pgn
8/7k/4Q1n1/2b1P2P/6p1/8/5r2/7K b - - 2 54	g6e7	80	26	50	runA150.pgn
8/4n2k/8/2b1P2P/6Q1/8/5r2/7K b - - 0 55	f2f5	75	26	50	runA150.pgn
8/4n2k/8/2b1Pr1P/6Q1/8/6K1/8 b - - 2 56	h7h6	72	26	50	runA150.pgn
rnb1k2r/p1ppqppp/1p1b1n2/4p3/2PP4/2N1P2P/PP3PP1/R1BQKBNR w KQkq - 1 2	g1f3	86	36	35	runA150.pgn
rn2k2r/pbppqppp/1p1b1n2/4p3/2PP4/2N1PN1P/PP3PP1/R1BQKB1R w KQkq - 3 3	f1e2	99	38	35	runA150.pgn
rn2k2r/pbppqppp/1p1b1n2/8/2Pp4/2N1PN1P/PP2BPP1/R1BQK2R w KQkq - 0 4	f3d4	85	31	35	runA150.pgn
r2q1rk1/pp1bppb1/3p1npp/3Pn3/5N2/N1P3PP/PP3PB1/R1BQK2R w KQ - 1 8	e1g1	7	-36	2	runA150.pgn
r1q2rk1/pp1bppb1/3p1npp/3Pn3/5N2/N1P3PP/PP3PB1/R1BQ1RK1 w - - 3 9	g1h2	18	-31	2	runA150.pgn
3r2k1/p2q2b1/6bp/1p2n3/6P1/2P1Q1P1/PP1B2B1/R4NK1 w - - 6 28	g4g5	43	-19	3	runA150.pgn
3r2k1/p2q2b1/6bp/1p4P1/2n5/2P1Q1P1/PP1B2B1/R4NK1 w - - 1 29	e3c5	43	0	3	runA150.pgn
3r1bk1/p2q4/6bp/1pQ3P1/2n5/2P3P1/PP1B2B1/R4NK1 w - - 3 30	c5f2	42	-1	3	runA150.pgn
r1b1r1k1/1p2qpb1/p3p1p1/2B1n3/P1Pp4/1P1N2Pp/2Q1PP1P/R4RKB b - - 0 18	e7d8	-98	-40	2	runA150.pgn
r1bqr1k1/1p3pb1/p3p1p1/2B1N3/P1Pp4/1P4Pp/2Q1PP1P/R4RKB b - - 0 19	g7e5	-92	-48	2	runA150.pgn
1r4k1/2bn1pp1/r1p1qn1p/p1Ppp3/1P6/P1B1PN1P/2QN1PP1/1RR3K1 w - - 4 17	b4a5	-11	-52	2	runA150.pgn
r5k1/2bn1pp1/r1p1qn1p/P1Ppp3/8/P1B1PN1P/2QN1PP1/1RR3K1 w - - 1 18	d2b3	-19	-64	2	runA150.pgn
r2b1rk1/3n1qp1/2p4p/P1Pppp2/4nP1N/PN2P2P/2Q3P1/1RR1B2K w - - 1 26	h4f3	-188	-102	9	runA150.pgn
r4rk1/2bn1qp1/2p4p/P1Pppp2/4nP2/PN2PN1P/2Q3P1/1RR1B2K w - - 3 27	f4e5	-206	-126	9	runA150.pgn
r4rk1/2b2qp1/2p4p/P1Ppnp2/4n3/PN2PN1P/2Q3P1/1RR1B2K w - - 0 28	f3e5	-195	-127	9	runA150.pgn
r3n1k1/1q3pb1/1p2p1pp/2pP4/2P3PP/1PN4b/1B1Q1P1N/3R2K1 b - - 0 28	e8f6	5	-38	2	runA150.pgn
r5k1/1q3pb1/1p2pnpp/2pP4/N1P3PP/1P5b/1B1Q1P1N/3R2K1 b - - 2 29	h6h5	56	-45	2	runA150.pgn
2r1r1k1/5pp1/1np4p/3p4/p2Pq3/P1QN2P1/2R1PP1P/2R3K1 w - - 6 21	d3b2	118	32	9	runA150.pgn
1r2r1k1/5pp1/1np4p/3p4/p2Pq3/P1Q3P1/1NR1PP1P/2R3K1 w - - 8 22	c3d2	123	32	9	runA150.pgn
1r2r1k1/4qpp1/1np4p/3p4/p2P4/P5P1/1NRQPP1P/2R3K1 w - - 10 23	d2d3	105	28	9	runA150.pgn
6k1/5pp1/7p/2q5/2r5/r3P1P1/4QP1P/2R3K1 w - - 0 37	c1c4	59	17	29	runA150.pgn
6k1/5pp1/7p/2q5/2R5/4P1P1/4QP1P/r5K1 w - - 1 38	g1g2	60	18	29	runA150.pgn
6k1/5pp1/7p/3q4/2R5/4P1P1/4QPKP/r7 w - - 3 39	e3e4	60	11	29	runA150.pgn
r5k1/2pqrnbp/p2ppnp1/5p2/NpPP1N1P/1P2PPP1/PBQ3K1/3R1R2 w - - 3 17	d4d5	41	-17	2	runA150.pgn
r5k1/2pqrnbp/p2p1np1/3Ppp2/NpP2N1P/1P2PPP1/PBQ3K1/3R1R2 w - - 0 18	f4e6	39	-16	2	runA150.pgn
r2n2k1/2pq2rp/p2p1np1/3Ppp2/NpP4P/1P2PPP1/PBQ3K1/3R1R2 w - - 0 20	g3g4	-9	-85	3	runA150.pgn
r5k1/2pq1nrp/p2p1np1/3Ppp2/NpP3PP/1P2PP2/PBQ3K1/3R1R2 w - - 1 21	g4g5	-45	-99	3	runA150.pgn
r5k1/2pq1nrp/p2p2p1/3PppPn/NpP4P/1P2PP2/PBQ3K1/3R1R2 w - - 1 22	c4c5	-34	-101	3	runA150.pgn
r3r1k1/1b1qnpbp/p1n3p1/3p2B1/p2P4/1Q1B1N2/1P2NPPP/R3R1K1 w - - 0 14	b3a4	74	32	2	runA150.pgn
r1n1r1k1/1b1q1pbp/p1n3p1/3p2B1/Q2P4/3B1N2/1P2NPPP/R3R1K1 w - - 1 15	h2h3	71	12	2	runA150.pgn
6k1/1b1r4/p3pbp1/4B2p/3P3P/5P2/6P1/R5K1 w - - 0 34	e5f6	66	14	8	runA150.pgn
2b3k1/3r4/p3pBp1/7p/3P3P/5P2/6P1/R5K1 w - - 1 35	f6e5	104	28	8	runA150.pgn
2b3k1/r7/p3p1p1/4B2p/3P3P/5P2/6P1/R5K1 w - - 3 36	a1a5	99	23	8	runA150.pgn
7k/2R5/2B3p1/P3Kp1p/7P/2p3P1/3r4/5b2 b - - 0 44	f5f4	-89	-25	2	runA150.pgn
7k/2R5/2B3p1/P3K2p/5P1P/2p5/3r4/5b2 b - - 0 45	f1d3	-68	-21	2	runA150.pgn
5r2/5p2/1q4pk/2b1Q2p/1p1N1PbP/1B1R2P1/PPP5/2K5 b - - 2 35	h6h7	-161	-104	7	runA150.pgn
5r2/5p1k/1q2N1p1/2b1Q2p/1p3PbP/1B1R2P1/PPP5/2K5 b - - 4 36	g4e6	-154	-79	7	runA150.pgn
5r2/5p1k/1q2B1p1/2b1Q2p/1p3P1P/3R2P1/PPP5/2K5 b - - 0 37	c5e7	-144	-73	7	runA150.pgn
5r2/6k1/5bp1/7p/1p5P/6P1/PPPR4/1K1B4 b - - 0 57	f6e5	-154	-75	16	runA150.pgn
5r2/6k1/6p1/4b2p/1p5P/3R2P1/PPP5/1K1B4 b - - 2 58	f8f1	-141	-63	16	runA150.pgn
8/6k1/6p1/4b2p/1p5P/P2R2P1/1PP5/1K1B1r2 b - - 0 59	b4a3	-176	-60	16	runA150.pgn
4rqk1/ppp2r2/3p1nBb/1P1n3p/5P1N/P4R1P/1PQ3Pp/4R2K w - - 0 25	e1f1	-35	-107	2	runA150.pgn
4rqk1/ppp3r1/3p1nBb/1P1n3p/5P1N/P4R1P/1PQ3Pp/5R1K w - - 2 26	g6e8	-10	-105	2	runA150.pgn
1r4k1/5pp1/b1pPpn1p/p3N3/3P1B2/P5PR/q4PBP/2Q3K1 w - - 1 24	g3g4	-4	-60	5	runA150.pgn
6k1/5pp1/b1pPpn1p/p3N3/3P1BP1/P6R/q4PBP/1rQ3K1 w - - 1 25	h3c3	-12	-56	5	runA150.pgn
6k1/5pp1/b1pPpn1p/p3N3/3P1BP1/P1R5/q4PBP/2r3K1 w - - 0 26	c3c1	-12	-55	5	runA150.pgn
6k1/3n1pp1/b1R1p2p/q3N3/p2P2PP/4B3/5PB1/6K1 w - - 0 31	e5d7	-110	-31	8	runA150.pgn
6k1/3N1pp1/b1R1p2p/q7/3P2PP/p3B3/5PB1/6K1 w - - 0 32	d7c5	-112	-23	8	runA150.pgn
6k1/5pp1/b1R1p2p/q1N5/3P2PP/4B3/p4PB1/6K1 w - - 0 33	c6a6	-82	-19	8	runA150.pgn
8/8/6kP/8/5BB1/5PK1/8/6q1 w - - 14 57	g3h3	-63	0	2	runA150.pgn
8/8/6kP/8/5BB1/5P1K/5q2/8 w - - 16 58	h6h7	-56	0	2	runA150.pgn
r2q1rk1/pbpn1ppp/1p1b1n2/3p4/P2Pp2P/BPP1P1P1/4NPB1/RN1Q1RK1 b - - 2 8	c7c5	23	-19	2	runA150.pgn
r2q1rk1/pb1n1ppp/1p1b1n2/2pp4/P1PPp2P/BP2P1P1/4NPB1/RN1Q1RK1 b - - 0 9	a8c8	11	-30	2	runA150.pgn
3kq1r1/2p3p1/p3p1QB/1r1nP3/1p1R3P/8/1PP2P2/4R1K1 w - - 1 26	h6g5	149	56	6	runA150.pgn
2k1q1r1/2p3p1/p3p1Q1/1r1nP1B1/1p1R3P/8/1PP2P2/4R1K1 w - - 3 27	g6d3	125	48	6	runA150.pgn
2k3r1/2p3p1/p1q1p3/1r1nP1B1/1p1R3P/3Q4/1PP2P2/4R1K1 w - - 5 28	d4c4	115	28	6	runA150.pgn
rnbq1rk1/1p3pp1/p1pb1n1p/3pp3/2P5/NP1P1NP1/PB2PPBP/R2Q1RK1 w - - 0 7	e2e4	5	-55	2	runA150.pgn
rnb2rk1/1p2qpp1/p1pb1n1p/3pp3/2P1P3/NP1P1NP1/PB3PBP/R2Q1RK1 w - - 1 8	a3c2	13	-60	2	runA150.pgn
R1b2r2/1p1q2bk/1P2n1p1/3pp1Bp/4p2P/6PB/4PP2/2Q2NK1 b - - 3 23	d5d4	-141	-55	5	runA150.pgn
R1b2r2/1p1q2bk/1P2n1p1/4p1Bp/3pp2P/6PB/3NPP2/2Q3K1 b - - 1 24	e4e3	-151	-54	5	runA150.pgn
R1b2r2/1p1q2bk/1P2n1p1/4p1Bp/3p3P/4P1PB/3NP3/2Q3K1 b - - 0 25	d4d3	-144	-40	5	runA150.pgn
R4B2/1p1b2bk/1P2n1p1/4p2p/7P/4P1P1/3N1q2/2Q2B1K b - - 0 30	g7f8	-83	-23	2	runA150.pgn
R4b2/1p1b3k/1P2n1p1/4p2p/7P/4P1P1/3N1qB1/2Q4K b - - 1 31	f2g3	-72	-16	2	runA150.pgn
rn1qk2r/1b2ppbp/p4np1/2pp4/N7/1P1BPN2/P1P1QPPP/R1B2RK1 b kq - 3 6	b8d7	-41	8	2	runA150.pgn
r2qk2r/1b1nppbp/p4np1/2pp4/N1P5/1P1BPN2/P3QPPP/R1B2RK1 b kq - 0 7	e7e5	-60	15	2	runA150.pgn
r2q1rk1/1b1n1pbp/p4np1/2N1p3/2PP4/1P1B4/P2NQPPP/R1B2RK1 b - - 0 10	d7c5	113	39	2	runA150.pgn
r2q1rk1/1b3pbp/p4np1/2P1p3/2P5/1P1B4/P2NQPPP/R1B2RK1 b - - 0 11	e5e4	142	51	2	runA150.pgn
rnb1kb1r/1pq2ppp/2pp1n2/p3p3/2NPP3/2P3PN/PP3P1P/R1BQKB1R w KQkq - 2 4	f1g2	106	56	3	runA150.pgn
rnb1k2r/1pq1bppp/2pp1n2/p3p3/2NPP3/2P3PN/PP3PBP/R1BQK2R w KQkq - 4 5	f2f4	92	44	3	runA150.pgn
rnb1k2r/1pq1bppp/2pp1n2/p7/2NpPP2/2P3PN/PP4BP/R1BQK2R w KQkq - 0 6	e4e5	73	27	3	runA150.pgn
1rq1rbk1/1p3pp1/p1pp1n1p/PP6/N1PQ4/6Pb/1B2PP1P/R2R2KB w - - 3 14	a4b6	104	39	4	runA150.pgn
1r2rbk1/1p3pp1/pNpp1n1p/PP3q2/2PQ4/6Pb/1B2PP1P/R2R2KB w - - 5 15	d4f4	105	25	4	runA150.pgn
1r3bk1/1p3pp1/pNpp1n1p/PP3q2/2P2Q2/6Pb/1B2rP1P/R2R2KB w - - 0 16	f4f5	102	25	4	runA150.pgn
r2qkb1r/1p1n1pp1/p1p1pn1p/P2p4/2PP4/3QPN1P/1P3PP1/RNB2RK1 w kq - 3 7	b1d2	84	41	16	runA150.pgn
r3kb1r/1pqn1pp1/p1p1pn1p/P2p4/2PP4/3QPN1P/1P1N1PP1/R1B2RK1 w kq - 5 8	e3e4	99	40	16	runA150.pgn
r3kb1r/1pqn1pp1/p1p1pn1p/P7/2PPp3/3Q1N1P/1P1N1PP1/R1B2RK1 w kq - 0 9	d2e4	110	46	16	runA150.pgn
3r2k1/bp2r1p1/p1p4p/P3Pp1P/1Pq5/2B2R2/1Q3PP1/4R1K1 w - - 4 41	b2c2	154	39	6	runA150.pgn
3r2k1/1p2r1p1/p1p4p/P3Pp1P/1Pqb4/2B2R2/2Q2PP1/4R1K1 w - - 6 42	c2d2	106	21	6	runA150.pgn
6k1/1p2r1p1/p1p4p/P2rPp1P/1Pqb4/2B2R2/3Q1PP1/4R1K1 w - - 8 43	d2f4	59	12	6	runA150.pgn
6k1/1p4p1/p1pb3p/P2r1p1P/1P2r3/5Q2/5PP1/1R4K1 w - - 6 49	g2g3	70	0	2	runA150.pgn
6k1/1p4p1/p1p4p/P2r1p1P/1b2r3/5QP1/5P2/1R4K1 w - - 0 50	f3b3	50	0	2	runA150.pgn
r2qk2r/pbppbppp/1pn1pn2/8/2PP4/4BNP1/PP2PPBP/RN1QK2R w KQkq - 4 3	e1g1	84	36	3	runA150.pgn
r2qk2r/pbppbppp/1p2pn2/n7/2PP4/4BNP1/PP2PPBP/RN1Q1RK1 w kq - 6 4	b2b3	95	35	3	runA150.pgn
r2q1rk1/pbppbppp/1p2pn2/n7/2PP4/1P2BNP1/P3PPBP/RN1Q1RK1 w - - 1 5	b1c3	71	31	3	runA150.pgn
2r3k1/1q3ppp/1p1bNn2/p3N3/Pn1P4/1Pp3P1/1B2Q2P/3R1RK1 b - - 0 20	c3b2	-192	-43	19	runA150.pgn
2r3k1/1q3ppp/1p1bNn2/p7/PnNP4/1P4P1/1p2Q2P/3R1RK1 b - - 1 21	b7e4	-121	-71	19	runA150.pgn
2r3k1/5ppp/1p1bNn2/p7/PnNPQ3/1P4P1/1p5P/3R1RK1 b - - 0 22	f6e4	-231	-55	19	runA150.pgn
5k2/3n3p/8/p4pN1/Pb6/3K4/1p5P/6R1 b - - 3 40	d7c5	-86	-33	14	runA150.pgn
5k2/7p/8/p1n2pN1/Pb6/8/1pK4P/6R1 b - - 5 41	h7h6	-105	-34	14	runA150.pgn
5k2/8/7p/p1n2p2/Pb6/5N2/1pK4P/6R1 b - - 1 42	c5a4	-87	-38	14	runA150.pgn
r1b1kb1r/pp1nqpp1/2p2n1p/3pp3/2B1P1P1/2PPBN1P/PP1N1P2/R2QK2R w KQkq - 0 6	c4b3	81	37	4	runA150.pgn
r1b1kb1r/pp1nqp2/2p2npp/3pp3/4P1P1/1BPPBN1P/PP1N1P2/R2QK2R w KQkq - 0 7	d3d4	132	11	4	runA150.pgn
r1b1kb1r/pp1nqp2/2p2npp/3p4/3pP1P1/1BP1BN1P/PP1N1P2/R2QK2R w KQkq - 0 8	e3d4	148	15	4	runA150.pgn
k2r3r/1pQ2Rb1/p5p1/P2q3p/6P1/5N1P/1P3P2/R5K1 w - - 0 26	a1a3	222	82	54	runA150.pgn
k1r4r/1pQ2Rb1/p5p1/P2q3p/6P1/R4N1P/1P3P2/6K1 w - - 2 27	c7d7	213	99	54	runA150.pgn
k1r4r/1p1q1Rb1/p5p1/P6p/6P1/R4N1P/1P3P2/6K1 w - - 0 28	f7d7	166	76	54	runA150.pgn
3R1R2/1r5k/4N1p1/1r1K4/8/8/8/8 w - - 70 82	d5e4	80	26	7	runA150.pgn
3R1R2/1r5k/4N1p1/8/1r2K3/8/8/8 w - - 72 83	e4f3	97	26	7	runA150.pgn
3R1R2/1r5k/4N1p1/8/8/1r3K2/8/8 w - - 74 84	f3g4	65	19	7	runA150.pgn
1n1qk1nr/rpp2pbp/3pp1p1/p7/2PP4/1QN1P2P/PP3P1P/R1B1KB1R w KQk - 2 4	h3h4	28	-25	2	runA150.pgn
1n1qk1nr/rpp2pb1/3pp1p1/p6p/2PP3P/1QN1P3/PP3P1P/R1B1KB1R w KQk - 0 5	f1g2	14	-26	2	runA150.pgn
3qrr2/7k/1p1p2p1/p1pP1nbp/P2nN3/1P5R/3Q1PBP/6RK w - - 0 41	e4g5	-134	-75	4	runA150.pgn
3qrr2/6k1/1p1p2p1/p1pP1nNp/P2n4/1P5R/3Q1PBP/6RK w - - 1 42	g2e4	-118	-78	4	runA150.pgn
4rr2/6k1/1p1p1qp1/p1pP1nNp/P2nB3/1P5R/3Q1P1P/6RK w - - 3 43	e4d3	-170	-56	4	runA150.pgn
r3q3/4n3/1k1p2p1/pPpP2N1/2QnB3/7P/5P2/6RK w - - 1 58	e4g2	-263	-121	4	runA150.pgn
r3q3/8/1k1p2p1/pPpP1nN1/2Qn4/7P/5PB1/6RK w - - 3 59	g5e4	-208	-118	4	runA150.pgn
r7/8/1k1p2p1/pqpP1n2/2QnN3/7P/5PB1/6RK w - - 0 60	c4a2	-266	-131	4	runA150.pgn
r2qr3/pp3Nkp/2p3p1/3n1b2/3PN3/1B3Q2/PP3PPK/R4R2 b - - 0 15	d8h4	71	9	6	runA150.pgn
r3r3/pp3Nkp/2p3p1/3n1b2/3PN2q/1B3Q2/PP3PP1/R4RK1 b - - 2 16	f5e4	69	9	6	runA150.pgn
r3r3/pp3Nkp/2p3p1/3n4/3Pb2q/1B4Q1/PP3PP1/R4RK1 b - - 1 17	h4g3	57	4	6	runA150.pgn
2k4r/pb3p2/1p2p1pp/2bpP3/P1nN1P2/6PP/1PP3BK/2BR4 w - - 2 19	g3g4	59	18	18	runA150.pgn
7r/pb1k1p2/1p2p1pp/2bpP3/P1nN1PP1/7P/1PP3BK/2BR4 w - - 1 20	c2c3	84	26	18	runA150.pgn
2r5/pb1k1p2/1p2p1pp/2bpP3/P1nN1PP1/2P4P/1P4BK/2BR4 w - - 1 21	h3h4	82	25	18	runA150.pgn
r1b1k2r/2ppbpp1/2n4p/pp6/1P1PqB2/P4NP1/5PBP/R2Q1K1R b k - 1 12	e8g8	105	36	2	runA150.pgn
